,x,y
0,500,0.006
1,1500,0.009333333333333334
2,2500,0.0092
3,3500,0.008857142857142857
4,4500,0.0077777777777777776
5,5500,0.007090909090909091
6,6500,0.009230769230769232
7,7500,0.006933333333333333
8,8500,0.008352941176470589
9,9500,0.008842105263157894
10,10500,0.007714285714285714
11,11500,0.01008695652173913
12,12500,0.00832
13,13500,0.009333333333333334
14,14500,0.008275862068965517
15,15500,0.008
16,16500,0.008787878787878787
17,17500,0.009257142857142858
18,18500,0.008216216216216217
19,19500,0.008307692307692308
20,20500,0.009024390243902438
21,21500,0.009023255813953489
22,22500,0.0088
23,23500,0.00825531914893617
24,24500,0.008326530612244898
25,25500,0.00819607843137255
26,26500,0.008037735849056604
27,27500,0.008472727272727272
28,28500,0.008385964912280702
29,29500,0.008203389830508475
30,30500,0.008557377049180328
31,31500,0.008888888888888889
32,32500,0.007507692307692308
33,33500,0.008029850746268656
34,34500,0.008434782608695653
35,35500,0.0077746478873239435
36,36500,0.008657534246575343
37,37500,0.008613333333333334
38,38500,0.00825974025974026
39,39500,0.00769620253164557
40,40500,0.007901234567901235
41,41500,0.007614457831325301
42,42500,0.008588235294117647
43,43500,0.008505747126436782
44,44500,0.00797752808988764
45,45500,0.00734065934065934
46,46500,0.008451612903225806
47,47500,0.008252631578947369
48,48500,0.008123711340206185
49,49500,0.00802020202020202
