,x,y
0,500,0.838
1,1000,0.849
2,1500,0.8506666666666667
3,2000,0.8525
4,2500,0.8432
5,3000,0.8516666666666667
6,3500,0.8348571428571429
7,4000,0.84425
8,4500,0.8446666666666667
9,5000,0.8412
10,5500,0.8465454545454546
11,6000,0.8365
12,6500,0.8393846153846154
13,7000,0.8384285714285714
14,7500,0.8392
15,8000,0.8395
16,8500,0.8358823529411765
17,9000,0.833
18,9500,0.8402105263157895
19,10000,0.8374
20,10500,0.8442857142857143
21,11000,0.8429090909090909
22,11500,0.8386086956521739
23,12000,0.841
24,12500,0.8388
25,13000,0.8464615384615385
26,13500,0.842
27,14000,0.8407857142857142
28,14500,0.8393103448275862
29,15000,0.8479333333333333
30,15500,0.8409677419354838
31,16000,0.840875
32,16500,0.8412121212121212
33,17000,0.8330588235294117
34,17500,0.8385142857142858
35,18000,0.8407222222222223
36,18500,0.8425405405405405
37,19000,0.837421052631579
38,19500,0.8392820512820512
39,20000,0.84005
40,20500,0.8396097560975609
41,21000,0.8436190476190476
42,21500,0.8429302325581395
43,22000,0.8425454545454546
44,22500,0.8431555555555555
45,23000,0.8425217391304348
46,23500,0.8391489361702128
47,24000,0.8429583333333334
48,24500,0.84
49,25000,0.83792
50,25500,0.8383921568627452
51,26000,0.8416538461538462
52,26500,0.8398867924528302
53,27000,0.8402962962962963
54,27500,0.8426545454545454
55,28000,0.8409642857142857
56,28500,0.8431578947368421
57,29000,0.8414827586206897
58,29500,0.8446101694915255
59,30000,0.843
60,30500,0.8410491803278689
61,31000,0.8428387096774194
62,31500,0.8401904761904762
63,32000,0.8396875
64,32500,0.8416307692307692
65,33000,0.8406060606060606
66,33500,0.8419104477611941
67,34000,0.8378235294117647
68,34500,0.8408985507246377
69,35000,0.8423428571428572
70,35500,0.8394929577464789
71,36000,0.84275
72,36500,0.8434794520547945
73,37000,0.8410540540540541
74,37500,0.8397333333333333
75,38000,0.8413947368421053
76,38500,0.8413766233766233
77,39000,0.8416410256410256
78,39500,0.838886075949367
79,40000,0.8391
